"clade","gene","raw_cell","parsed_min","parsed_max","was_corrupted"
"Bryozoa","trnY","0-1",0,1,FALSE
"Crinoidea","ctrl","1.0",1,1,FALSE
"Crinoidea","rrnL","1.0",1,1,FALSE
"Crinoidea","rrnS","1.0",1,1,FALSE
"Crinoidea","nad1","1.0",1,1,FALSE
"Crinoidea","nad2","1.0",1,1,FALSE
"Crinoidea","cox1","1.0",1,1,FALSE
"Crinoidea","cox2","1.0",1,1,FALSE
"Crinoidea","atp8","1.0",1,1,FALSE
"Crinoidea","atp6","1.0",1,1,FALSE
"Crinoidea","cox3","1.0",1,1,FALSE
"Crinoidea","nad3","1.0",1,1,FALSE
"Crinoidea","nad4l","1.0",1,1,FALSE
"Crinoidea","nad4","1.0",1,1,FALSE
"Crinoidea","nad5","1.0",1,1,FALSE
"Crinoidea","nad6","1.0",1,1,FALSE
"Crinoidea","cob","1.0",1,1,FALSE
"Crinoidea","trnA","1.0",1,1,FALSE
"Crinoidea","trnC","1.0",1,1,FALSE
"Crinoidea","trnD","1.0",1,1,FALSE
"Crinoidea","trnE","1.0",1,1,FALSE
"Crinoidea","trnF","1.0",1,1,FALSE
"Crinoidea","trnG","1.0",1,1,FALSE
"Crinoidea","trnH","1.0",1,1,FALSE
"Crinoidea","trnI","1.0",1,1,FALSE
"Crinoidea","trnK","1.0",1,1,FALSE
"Crinoidea","trnL","2.0",2,2,FALSE
"Crinoidea","trnM","1.0",1,1,FALSE
"Crinoidea","trnN","1.0",1,1,FALSE
"Crinoidea","trnP","1.0",1,1,FALSE
"Crinoidea","trnQ","1.0",1,1,FALSE
"Crinoidea","trnR","1.0",1,1,FALSE
"Crinoidea","trnS","2.0",2,2,FALSE
"Crinoidea","trnT","1.0",1,1,FALSE
"Crinoidea","trnV","1.0",1,1,FALSE
"Crinoidea","trnW","1.0",1,1,FALSE
"Crinoidea","trnY","1.0",1,1,FALSE
"Demospongiae","ctrl","1.0",1,1,FALSE
"Demospongiae","rrnL","1.0",1,1,FALSE
"Demospongiae","rrnS","1.0",1,1,FALSE
"Demospongiae","nad1","1.0",1,1,FALSE
"Demospongiae","nad2","1.0",1,1,FALSE
"Demospongiae","cox1","1.0",1,1,FALSE
"Demospongiae","cox2","1.0",1,1,FALSE
"Demospongiae","atp8","1.0",1,1,FALSE
"Demospongiae","atp6","1.0",1,1,FALSE
"Demospongiae","atp9","1.0",1,1,FALSE
"Demospongiae","cox3","1.0",1,1,FALSE
"Demospongiae","nad3","1.0",1,1,FALSE
"Demospongiae","nad4l","1.0",1,1,FALSE
"Demospongiae","nad4","1.0",1,1,FALSE
"Demospongiae","nad5","1.0",1,1,FALSE
"Demospongiae","nad6","1.0",1,1,FALSE
"Demospongiae","cob","1.0",1,1,FALSE
"Demospongiae","heg","0-2",0,2,FALSE
"Demospongiae","rvt","0-1",0,1,FALSE
"Demospongiae","orf1535","0-1",0,1,FALSE
"Demospongiae","orf167","0-1",0,1,FALSE
"Demospongiae","trnA","0-2",0,2,FALSE
"Demospongiae","trnC","0-1",0,1,FALSE
"Demospongiae","trnD","0-1",0,1,FALSE
"Demospongiae","trnE","0-1",0,1,FALSE
"Demospongiae","trnF","0-1",0,1,FALSE
"Demospongiae","trnG","0-1",0,1,FALSE
"Demospongiae","trnH","0-1",0,1,FALSE
"Demospongiae","trnI","0-1",0,1,FALSE
"Demospongiae","trnK","0-1",0,1,FALSE
"Demospongiae","trnL","0-3",0,3,FALSE
"Demospongiae","trnM","46024.0",1,2,TRUE
"Demospongiae","trnN","0-1",0,1,FALSE
"Demospongiae","trnP","0-1",0,1,FALSE
"Demospongiae","trnQ","0-1",0,1,FALSE
"Demospongiae","trnR","0-2",0,2,FALSE
"Demospongiae","trnS","0-2",0,2,FALSE
"Demospongiae","trnT","0-1",0,1,FALSE
"Demospongiae","trnV","0-1",0,1,FALSE
"Demospongiae","trnW","1.0",1,1,FALSE
"Demospongiae","trnY","0-2",0,2,FALSE
"Echinoidea","ctrl","1.0",1,1,FALSE
"Echinoidea","rrnL","1.0",1,1,FALSE
"Echinoidea","rrnS","1.0",1,1,FALSE
"Echinoidea","nad1","1.0",1,1,FALSE
"Echinoidea","nad2","1.0",1,1,FALSE
"Echinoidea","cox1","1.0",1,1,FALSE
"Echinoidea","cox2","1.0",1,1,FALSE
"Echinoidea","atp8","1.0",1,1,FALSE
"Echinoidea","atp6","1.0",1,1,FALSE
"Echinoidea","cox3","1.0",1,1,FALSE
"Echinoidea","nad3","1.0",1,1,FALSE
"Echinoidea","nad4l","1.0",1,1,FALSE
"Echinoidea","nad4","1.0",1,1,FALSE
"Echinoidea","nad5","1.0",1,1,FALSE
"Echinoidea","nad6","1.0",1,1,FALSE
"Echinoidea","cob","1.0",1,1,FALSE
"Echinoidea","trnA","1.0",1,1,FALSE
"Echinoidea","trnC","1.0",1,1,FALSE
"Echinoidea","trnD","1.0",1,1,FALSE
"Echinoidea","trnE","1.0",1,1,FALSE
"Echinoidea","trnF","1.0",1,1,FALSE
"Echinoidea","trnG","1.0",1,1,FALSE
"Echinoidea","trnH","1.0",1,1,FALSE
"Echinoidea","trnI","1.0",1,1,FALSE
"Echinoidea","trnK","1.0",1,1,FALSE
"Echinoidea","trnL","2.0",2,2,FALSE
"Echinoidea","trnM","1.0",1,1,FALSE
"Echinoidea","trnN","1.0",1,1,FALSE
"Echinoidea","trnP","1.0",1,1,FALSE
"Echinoidea","trnQ","1.0",1,1,FALSE
"Echinoidea","trnR","1.0",1,1,FALSE
"Echinoidea","trnS","2.0",2,2,FALSE
"Echinoidea","trnT","1.0",1,1,FALSE
"Echinoidea","trnV","1.0",1,1,FALSE
"Echinoidea","trnW","1.0",1,1,FALSE
"Echinoidea","trnY","1.0",1,1,FALSE
"Gastropoda","ctrl","1.0",1,1,FALSE
"Gastropoda","rrnL","1.0",1,1,FALSE
"Gastropoda","rrnS","1.0",1,1,FALSE
"Gastropoda","nad1","1.0",1,1,FALSE
"Gastropoda","nad2","1.0",1,1,FALSE
"Gastropoda","cox1","1.0",1,1,FALSE
"Gastropoda","cox2","1.0",1,1,FALSE
"Gastropoda","atp8","1.0",1,1,FALSE
"Gastropoda","atp6","1.0",1,1,FALSE
"Gastropoda","cox3","1.0",1,1,FALSE
"Gastropoda","nad3","1.0",1,1,FALSE
"Gastropoda","nad4l","1.0",1,1,FALSE
"Gastropoda","nad4","1.0",1,1,FALSE
"Gastropoda","nad5","1.0",1,1,FALSE
"Gastropoda","nad6","1.0",1,1,FALSE
"Gastropoda","cob","1.0",1,1,FALSE
"Gastropoda","trnA","1.0",1,1,FALSE
"Gastropoda","trnC","46024.0",1,2,TRUE
"Gastropoda","trnD","0-1",0,1,FALSE
"Gastropoda","trnE","0-2",0,2,FALSE
"Gastropoda","trnF","0-2",0,2,FALSE
"Gastropoda","trnG","0-2",0,2,FALSE
"Gastropoda","trnH","46024.0",1,2,TRUE
"Gastropoda","trnI","46024.0",1,2,TRUE
"Gastropoda","trnK","0-2",0,2,FALSE
"Gastropoda","trnL","46056.0",2,3,TRUE
"Gastropoda","trnM","46024.0",1,2,TRUE
"Gastropoda","trnN","0-1",0,1,FALSE
"Gastropoda","trnP","1.0",1,1,FALSE
"Gastropoda","trnQ","0-2",0,2,FALSE
"Gastropoda","trnR","0-1",0,1,FALSE
"Gastropoda","trnS","46025.0",1,3,TRUE
"Gastropoda","trnT","1.0",1,1,FALSE
"Gastropoda","trnV","46024.0",1,2,TRUE
"Gastropoda","trnW","46024.0",1,2,TRUE
"Gastropoda","trnY","1.0",1,1,FALSE
"Holothuroidea","ctrl","1.0",1,1,FALSE
"Holothuroidea","rrnL","1.0",1,1,FALSE
"Holothuroidea","rrnS","1.0",1,1,FALSE
"Holothuroidea","nad1","1.0",1,1,FALSE
"Holothuroidea","nad2","1.0",1,1,FALSE
"Holothuroidea","cox1","1.0",1,1,FALSE
"Holothuroidea","cox2","1.0",1,1,FALSE
"Holothuroidea","atp8","1.0",1,1,FALSE
"Holothuroidea","atp6","1.0",1,1,FALSE
"Holothuroidea","cox3","1.0",1,1,FALSE
"Holothuroidea","nad3","1.0",1,1,FALSE
"Holothuroidea","nad4l","1.0",1,1,FALSE
"Holothuroidea","nad4","1.0",1,1,FALSE
"Holothuroidea","nad5","1.0",1,1,FALSE
"Holothuroidea","nad6","1.0",1,1,FALSE
"Holothuroidea","cob","1.0",1,1,FALSE
"Holothuroidea","trnA","1.0",1,1,FALSE
"Holothuroidea","trnC","1.0",1,1,FALSE
"Holothuroidea","trnD","1.0",1,1,FALSE
"Holothuroidea","trnE","46024.0",1,2,TRUE
"Holothuroidea","trnF","1.0",1,1,FALSE
"Holothuroidea","trnG","1.0",1,1,FALSE
"Holothuroidea","trnH","1.0",1,1,FALSE
"Holothuroidea","trnI","1.0",1,1,FALSE
"Holothuroidea","trnK","1.0",1,1,FALSE
"Holothuroidea","trnL","2.0",2,2,FALSE
"Holothuroidea","trnM","1.0",1,1,FALSE
"Holothuroidea","trnN","1.0",1,1,FALSE
"Holothuroidea","trnP","1.0",1,1,FALSE
"Holothuroidea","trnQ","1.0",1,1,FALSE
"Holothuroidea","trnR","1.0",1,1,FALSE
"Holothuroidea","trnS","2.0",2,2,FALSE
"Holothuroidea","trnT","1.0",1,1,FALSE
"Holothuroidea","trnV","1.0",1,1,FALSE
"Holothuroidea","trnW","1.0",1,1,FALSE
"Holothuroidea","trnY","1.0",1,1,FALSE
"Homoscleromorpha","ctrl","1.0",1,1,FALSE
"Homoscleromorpha","rrnL","1.0",1,1,FALSE
"Homoscleromorpha","rrnS","1.0",1,1,FALSE
"Homoscleromorpha","nad1","1.0",1,1,FALSE
"Homoscleromorpha","nad2","1.0",1,1,FALSE
"Homoscleromorpha","cox1","1.0",1,1,FALSE
"Homoscleromorpha","cox2","1.0",1,1,FALSE
"Homoscleromorpha","atp8","1.0",1,1,FALSE
"Homoscleromorpha","atp6","1.0",1,1,FALSE
"Homoscleromorpha","atp9","1.0",1,1,FALSE
"Homoscleromorpha","cox3","1.0",1,1,FALSE
"Homoscleromorpha","nad3","1.0",1,1,FALSE
"Homoscleromorpha","nad4l","1.0",1,1,FALSE
"Homoscleromorpha","nad4","1.0",1,1,FALSE
"Homoscleromorpha","nad5","1.0",1,1,FALSE
"Homoscleromorpha","nad6","1.0",1,1,FALSE
"Homoscleromorpha","cob","1.0",1,1,FALSE
"Homoscleromorpha","heg","0-1",0,1,FALSE
"Homoscleromorpha","mttb","0-1",0,1,FALSE
"Homoscleromorpha","trnA","0-1",0,1,FALSE
"Homoscleromorpha","trnC","0-1",0,1,FALSE
"Homoscleromorpha","trnD","0-1",0,1,FALSE
"Homoscleromorpha","trnE","0-1",0,1,FALSE
"Homoscleromorpha","trnF","0-1",0,1,FALSE
"Homoscleromorpha","trnG","0-1",0,1,FALSE
"Homoscleromorpha","trnH","0-1",0,1,FALSE
"Homoscleromorpha","trnI","46024.0",1,2,TRUE
"Homoscleromorpha","trnK","0-1",0,1,FALSE
"Homoscleromorpha","trnL","0-2",0,2,FALSE
"Homoscleromorpha","trnM","46024.0",1,2,TRUE
"Homoscleromorpha","trnN","0-1",0,1,FALSE
"Homoscleromorpha","trnP","1.0",1,1,FALSE
"Homoscleromorpha","trnQ","1.0",1,1,FALSE
"Homoscleromorpha","trnR","0-2",0,2,FALSE
"Homoscleromorpha","trnS","0-2",0,2,FALSE
"Homoscleromorpha","trnT","0-2",0,2,FALSE
"Homoscleromorpha","trnV","0-2",0,2,FALSE
"Homoscleromorpha","trnW","1.0",1,1,FALSE
"Homoscleromorpha","trnY","0-2",0,2,FALSE
"Malacostraca","ctrl","1.0",1,1,FALSE
"Malacostraca","rrnL","1.0",1,1,FALSE
"Malacostraca","rrnS","1.0",1,1,FALSE
"Malacostraca","nad1","1.0",1,1,FALSE
"Malacostraca","nad2","1.0",1,1,FALSE
"Malacostraca","cox1","1.0",1,1,FALSE
"Malacostraca","cox2","1.0",1,1,FALSE
"Malacostraca","atp8","1.0",1,1,FALSE
"Malacostraca","atp6","1.0",1,1,FALSE
"Malacostraca","cox3","1.0",1,1,FALSE
"Malacostraca","nad3","1.0",1,1,FALSE
"Malacostraca","nad4l","1.0",1,1,FALSE
"Malacostraca","nad4","1.0",1,1,FALSE
"Malacostraca","nad5","1.0",1,1,FALSE
"Malacostraca","nad6","1.0",1,1,FALSE
"Malacostraca","cob","1.0",1,1,FALSE
"Malacostraca","trnA","46025.0",1,3,TRUE
"Malacostraca","trnC","0-2",0,2,FALSE
"Malacostraca","trnD","46024.0",1,2,TRUE
"Malacostraca","trnE","1.0",1,1,FALSE
"Malacostraca","trnF","46025.0",1,3,TRUE
"Malacostraca","trnG","1.0",1,1,FALSE
"Malacostraca","trnH","1.0",1,1,FALSE
"Malacostraca","trnI","0-2",0,2,FALSE
"Malacostraca","trnK","0-1",0,1,FALSE
"Malacostraca","trnL","46026.0",1,4,TRUE
"Malacostraca","trnM","0-2",0,2,FALSE
"Malacostraca","trnN","46025.0",1,3,TRUE
"Malacostraca","trnP","1.0",1,1,FALSE
"Malacostraca","trnQ","0-2",0,2,FALSE
"Malacostraca","trnR","46025.0",1,3,TRUE
"Malacostraca","trnS","46056.0",2,3,TRUE
"Malacostraca","trnT","1.0",1,1,FALSE
"Malacostraca","trnV","46024.0",1,2,TRUE
"Malacostraca","trnW","0-2",0,2,FALSE
"Malacostraca","trnY","0-2",0,2,FALSE
"Hydrozoa","ctrl","1.0",1,1,FALSE
"Hydrozoa","rrnL","1.0",1,1,FALSE
"Hydrozoa","rrnS","1.0",1,1,FALSE
"Hydrozoa","nad1","1.0",1,1,FALSE
"Hydrozoa","nad2","1.0",1,1,FALSE
"Hydrozoa","cox1","1.0",1,1,FALSE
"Hydrozoa","cox2","1.0",1,1,FALSE
"Hydrozoa","atp8","1.0",1,1,FALSE
"Hydrozoa","atp6","1.0",1,1,FALSE
"Hydrozoa","cox3","1.0",1,1,FALSE
"Hydrozoa","nad3","1.0",1,1,FALSE
"Hydrozoa","nad4l","1.0",1,1,FALSE
"Hydrozoa","nad4","1.0",1,1,FALSE
"Hydrozoa","nad5","1.0",1,1,FALSE
"Hydrozoa","nad6","1.0",1,1,FALSE
"Hydrozoa","cob","1.0",1,1,FALSE
"Hydrozoa","dnaB","1.0",1,1,FALSE
"Hydrozoa","orf314","1.0",1,1,FALSE
"Hydrozoa","trnA","0.0",0,0,FALSE
"Hydrozoa","trnC","0.0",0,0,FALSE
"Hydrozoa","trnD","0.0",0,0,FALSE
"Hydrozoa","trnE","0.0",0,0,FALSE
"Hydrozoa","trnF","0.0",0,0,FALSE
"Hydrozoa","trnG","0.0",0,0,FALSE
"Hydrozoa","trnH","0.0",0,0,FALSE
"Hydrozoa","trnI","0.0",0,0,FALSE
"Hydrozoa","trnK","0.0",0,0,FALSE
"Hydrozoa","trnL","0.0",0,0,FALSE
"Hydrozoa","trnM","1.0",1,1,FALSE
"Hydrozoa","trnN","0.0",0,0,FALSE
"Hydrozoa","trnP","0.0",0,0,FALSE
"Hydrozoa","trnQ","0.0",0,0,FALSE
"Hydrozoa","trnR","0.0",0,0,FALSE
"Hydrozoa","trnS","0.0",0,0,FALSE
"Hydrozoa","trnT","0.0",0,0,FALSE
"Hydrozoa","trnV","0.0",0,0,FALSE
"Hydrozoa","trnW","1.0",1,1,FALSE
"Hydrozoa","trnY","0.0",0,0,FALSE
"Nemertea","ctrl","1.0",1,1,FALSE
"Nemertea","rrnL","1.0",1,1,FALSE
"Nemertea","rrnS","1.0",1,1,FALSE
"Nemertea","nad1","1.0",1,1,FALSE
"Nemertea","nad2","1.0",1,1,FALSE
"Nemertea","cox1","1.0",1,1,FALSE
"Nemertea","cox2","1.0",1,1,FALSE
"Nemertea","atp8","1.0",1,1,FALSE
"Nemertea","atp6","1.0",1,1,FALSE
"Nemertea","cox3","1.0",1,1,FALSE
"Nemertea","nad3","1.0",1,1,FALSE
"Nemertea","nad4l","1.0",1,1,FALSE
"Nemertea","nad4","1.0",1,1,FALSE
"Nemertea","nad5","1.0",1,1,FALSE
"Nemertea","nad6","1.0",1,1,FALSE
"Nemertea","cob","1.0",1,1,FALSE
"Nemertea","orf","0-1",0,1,FALSE
"Nemertea","trnA","1.0",1,1,FALSE
"Nemertea","trnC","1.0",1,1,FALSE
"Nemertea","trnD","1.0",1,1,FALSE
"Nemertea","trnE","1.0",1,1,FALSE
"Nemertea","trnF","1.0",1,1,FALSE
"Nemertea","trnG","1.0",1,1,FALSE
"Nemertea","trnH","1.0",1,1,FALSE
"Nemertea","trnI","1.0",1,1,FALSE
"Nemertea","trnK","1.0",1,1,FALSE
"Nemertea","trnL","2.0",2,2,FALSE
"Nemertea","trnM","1.0",1,1,FALSE
"Nemertea","trnN","1.0",1,1,FALSE
"Nemertea","trnP","1.0",1,1,FALSE
"Nemertea","trnQ","1.0",1,1,FALSE
"Nemertea","trnR","1.0",1,1,FALSE
"Nemertea","trnS","2.0",2,2,FALSE
"Nemertea","trnT","1.0",1,1,FALSE
"Nemertea","trnV","1.0",1,1,FALSE
"Nemertea","trnW","1.0",1,1,FALSE
"Nemertea","trnY","1.0",1,1,FALSE
"Ophiuroidea","ctrl","1.0",1,1,FALSE
"Ophiuroidea","rrnL","1.0",1,1,FALSE
"Ophiuroidea","rrnS","1.0",1,1,FALSE
"Ophiuroidea","nad1","1.0",1,1,FALSE
"Ophiuroidea","nad2","1.0",1,1,FALSE
"Ophiuroidea","cox1","1.0",1,1,FALSE
"Ophiuroidea","cox2","1.0",1,1,FALSE
"Ophiuroidea","atp8","1.0",1,1,FALSE
"Ophiuroidea","atp6","1.0",1,1,FALSE
"Ophiuroidea","cox3","1.0",1,1,FALSE
"Ophiuroidea","nad3","1.0",1,1,FALSE
"Ophiuroidea","nad4l","1.0",1,1,FALSE
"Ophiuroidea","nad4","1.0",1,1,FALSE
"Ophiuroidea","nad5","1.0",1,1,FALSE
"Ophiuroidea","nad6","1.0",1,1,FALSE
"Ophiuroidea","cob","1.0",1,1,FALSE
"Ophiuroidea","trnA","1.0",1,1,FALSE
"Ophiuroidea","trnC","1.0",1,1,FALSE
"Ophiuroidea","trnD","1.0",1,1,FALSE
"Ophiuroidea","trnE","1.0",1,1,FALSE
"Ophiuroidea","trnF","1.0",1,1,FALSE
"Ophiuroidea","trnG","1.0",1,1,FALSE
"Ophiuroidea","trnH","1.0",1,1,FALSE
"Ophiuroidea","trnI","1.0",1,1,FALSE
"Ophiuroidea","trnK","1.0",1,1,FALSE
"Ophiuroidea","trnL","2.0",2,2,FALSE
"Ophiuroidea","trnM","46024.0",1,2,TRUE
"Ophiuroidea","trnN","1.0",1,1,FALSE
"Ophiuroidea","trnP","1.0",1,1,FALSE
"Ophiuroidea","trnQ","1.0",1,1,FALSE
"Ophiuroidea","trnR","1.0",1,1,FALSE
"Ophiuroidea","trnS","2.0",2,2,FALSE
"Ophiuroidea","trnT","1.0",1,1,FALSE
"Ophiuroidea","trnV","1.0",1,1,FALSE
"Ophiuroidea","trnW","1.0",1,1,FALSE
"Ophiuroidea","trnY","1.0",1,1,FALSE
"Platyhelminthes","ctrl","1.0",1,1,FALSE
"Platyhelminthes","rrnL","1.0",1,1,FALSE
"Platyhelminthes","rrnS","1.0",1,1,FALSE
"Platyhelminthes","nad1","1.0",1,1,FALSE
"Platyhelminthes","nad2","1.0",1,1,FALSE
"Platyhelminthes","cox1","1.0",1,1,FALSE
"Platyhelminthes","cox2","1.0",1,1,FALSE
"Platyhelminthes","atp8","1.0",1,1,FALSE
"Platyhelminthes","atp6","1.0",1,1,FALSE
"Platyhelminthes","cox3","1.0",1,1,FALSE
"Platyhelminthes","nad3","1.0",1,1,FALSE
"Platyhelminthes","nad4l","1.0",1,1,FALSE
"Platyhelminthes","nad4","1.0",1,1,FALSE
"Platyhelminthes","nad5","1.0",1,1,FALSE
"Platyhelminthes","nad6","1.0",1,1,FALSE
"Platyhelminthes","cob","1.0",1,1,FALSE
"Platyhelminthes","trnA","46024.0",1,2,TRUE
"Platyhelminthes","trnC","46024.0",1,2,TRUE
"Platyhelminthes","trnD","1.0",1,1,FALSE
"Platyhelminthes","trnE","0-2",0,2,FALSE
"Platyhelminthes","trnF","1.0",1,1,FALSE
"Platyhelminthes","trnG","46024.0",1,2,TRUE
"Platyhelminthes","trnH","46024.0",1,2,TRUE
"Platyhelminthes","trnI","46024.0",1,2,TRUE
"Platyhelminthes","trnK","46024.0",1,2,TRUE
"Platyhelminthes","trnL","46026.0",1,4,TRUE
"Platyhelminthes","trnM","46024.0",1,2,TRUE
"Platyhelminthes","trnN","46025.0",1,3,TRUE
"Platyhelminthes","trnP","1.0",1,1,FALSE
"Platyhelminthes","trnQ","1.0",1,1,FALSE
"Platyhelminthes","trnR","1.0",1,1,FALSE
"Platyhelminthes","trnS","2.0",2,2,FALSE
"Platyhelminthes","trnT","0-1",0,1,FALSE
"Platyhelminthes","trnV","1.0",1,1,FALSE
"Platyhelminthes","trnW","1.0",1,1,FALSE
"Platyhelminthes","trnY","46024.0",1,2,TRUE
"Polychaeta","ctrl","1.0",1,1,FALSE
"Polychaeta","rrnL","1.0",1,1,FALSE
"Polychaeta","rrnS","1.0",1,1,FALSE
"Polychaeta","nad1","1.0",1,1,FALSE
"Polychaeta","nad2","1.0",1,1,FALSE
"Polychaeta","cox1","1.0",1,1,FALSE
"Polychaeta","cox2","1.0",1,1,FALSE
"Polychaeta","atp8","1.0",1,1,FALSE
"Polychaeta","atp6","1.0",1,1,FALSE
"Polychaeta","cox3","1.0",1,1,FALSE
"Polychaeta","nad3","1.0",1,1,FALSE
"Polychaeta","nad4l","1.0",1,1,FALSE
"Polychaeta","nad4","1.0",1,1,FALSE
"Polychaeta","nad5","1.0",1,1,FALSE
"Polychaeta","nad6","1.0",1,1,FALSE
"Polychaeta","cob","1.0",1,1,FALSE
"Polychaeta","rvt","0-2",0,2,FALSE
"Polychaeta","trnA","1.0",1,1,FALSE
"Polychaeta","trnC","46024.0",1,2,TRUE
"Polychaeta","trnD","1.0",1,1,FALSE
"Polychaeta","trnE","0-1",0,1,FALSE
